基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
申万菱信安鑫优选混合A,003493,5.48亿元（2020-09-30）,2.32%,5.81%,11.76%,20.55%,30.89%,39.13%,章锦涛/叶瑜珍,181天,11.10%,181天/7年又166天
天弘策略精选混合A,004694,4.96亿元（2020-09-30）,2.84%,6.00%,7.41%,17.98%,6.59%,15.07%,柴文婷/陈国光,128天,5.41%,3年又276天/8年又110天
东方鼎新灵活配置混合C,002192,3.56亿元（2020-09-30）,3.70%,6.85%,9.28%,19.71%,27.88%,54.00%,盛泽,2年又9天,66.93%,2年又151天
南方甑智混合,002850,0.41亿元（2020-09-30）,2.68%,3.43%,4.41%,7.93%,20.36%,10.73%,刘文良,30天,2.94%,5年又145天
东方新价值混合A,001495,3.35亿元（2020-09-30）,3.12%,4.77%,6.95%,19.84%,16.05%,43.13%,薛子徵,1年又79天,21.62%,5年又257天
金鹰灵活配置混合C,210011,0.10亿元（2020-09-30）,3.12%,7.46%,13.87%,25.86%,43.18%,86.35%,杨晓斌,2年又188天,41.66%,2年又283天
天弘安康颐养混合A,420009,8.42亿元（2020-09-30）,0.63%,2.66%,6.22%,13.94%,28.26%,92.90%,田俊维/姜晓丽,200天,9.73%,5年又221天/8年又162天
中融鑫思路混合C,004009,2.14亿元（2020-09-30）,4.26%,7.41%,10.16%,28.02%,29.96%,128.21%,陈荔/金拓,52天,5.04%,137天/3年又198天
西部利得新瑞混合C,008544,2.21亿元（2020-08-20）,0.28%,0.26%,--,--,--,0.27%,林静/韩丽楠,143天,0.27%,3年又287天/5年又160天
海富通安颐收益混合C,002339,2.95亿元（2020-09-30）,2.95%,4.76%,6.85%,13.74%,29.20%,47.67%,夏妍妍/杜晓海,1年又9天,13.66%,3年又6天/4年又203天
国泰鑫策略价值混合,002197,5.83亿元（2020-09-30）,3.83%,5.44%,5.74%,30.55%,43.26%,48.42%,王琳,170天,9.06%,3年又351天
宝盈祥瑞混合C,007577,0.00亿元（2020-09-30）,0.91%,3.26%,-0.36%,-3.15%,--,-0.09%,李宇昂,232天,-0.18%,1年又72天
华安安进灵活配置混合,002768,7.49亿元（2020-09-30）,3.41%,6.25%,8.04%,27.21%,41.59%,46.97%,孙晨进/贺涛,324天,26.83%,5年又298天/12年又258天
东方红沪港深混合,002803,70.92亿元（2020-09-30）,12.40%,22.50%,26.26%,43.54%,70.65%,200.00%,周杨/秦绪文/刚登峰,65天,9.85%,1年又197天/4年又355天/5年又252天
前海开源嘉鑫混合A,001765,4.36亿元（2020-09-30）,2.51%,4.88%,7.28%,23.34%,29.05%,42.99%,丁尧/李炳智,128天,5.04%,128天/3年又351天
前海开源高端装备制造混合,001060,1.72亿元（2020-09-30）,3.36%,4.70%,4.76%,15.92%,49.00%,93.70%,谢屹,2年又249天,51.45%,5年又187天
华夏睿磐泰茂混合A,004720,5.07亿元（2020-09-30）,2.30%,5.30%,7.13%,13.61%,20.94%,21.29%,宋洋/张弘弢,201天,10.46%,4年又54天/11年又187天
广发科技先锋混合,008903,236.87亿元（2020-09-30）,20.06%,25.40%,19.27%,--,--,65.73%,刘格菘,354天,65.73%,6年又272天
银河鑫月享定开混合C,004613,0.01亿元（2020-09-30）,1.15%,0.94%,1.85%,2.68%,--,9.78%,石磊/刘铭,155天,1.62%,1年又264天/4年又33天
平安估值优势混合A,006457,2.00亿元（2020-09-30）,2.92%,5.72%,6.21%,30.15%,--,73.21%,毛时超/张晓泉,146天,4.88%,246天/3年又115天
平安估值优势混合C,006458,4.01亿元（2020-09-30）,2.90%,5.64%,6.06%,31.06%,--,72.22%,毛时超/张晓泉,146天,4.76%,246天/3年又115天
博时新策略灵活配置混合C,001523,1.57亿元（2020-09-30）,2.50%,6.07%,9.15%,17.67%,44.43%,48.47%,杨永光/王曦,2年又339天,33.93%,8年又318天/5年又127天
鹏华安惠混合A,009232,2.34亿元（2020-09-30）,2.04%,5.78%,6.57%,--,--,9.15%,王石千/刘太阳,170天,7.41%,2年又289天/8年又131天
国联安睿祺灵活配置混合,001157,5.46亿元（2020-09-30）,2.77%,5.93%,11.75%,25.62%,41.06%,63.76%,洪阳玚/王欢,10天,1.00%,1年又128天/3年又13天
鹏华兴利混合,002643,7.17亿元（2020-09-30）,2.90%,6.56%,8.13%,18.96%,36.02%,45.68%,李君,2年又123天,36.02%,7年又346天
中欧瑾源灵活配置混合C,001147,5.29亿元（2020-09-30）,3.63%,6.54%,10.92%,17.77%,31.23%,45.25%,余罗畅/张跃鹏,1年又176天,23.80%,1年又176天/5年又46天
泰信鑫利混合A,004227,0.01亿元（2020-09-30）,1.02%,1.18%,2.15%,5.78%,14.27%,16.19%,何俊春,3年又231天,16.19%,13年又339天
华泰柏瑞享利混合A,003591,2.47亿元（2020-09-30）,2.37%,4.55%,6.05%,11.19%,25.94%,40.69%,董辰/郑青,12天,2.07%,165天/8年又197天
前海开源嘉鑫混合C,001770,2.85亿元（2020-09-30）,2.53%,4.82%,7.24%,23.30%,28.69%,42.07%,丁尧/李炳智,128天,4.99%,128天/3年又351天
天弘策略精选混合C,004748,0.18亿元（2020-09-30）,2.81%,5.91%,7.25%,17.64%,5.63%,13.86%,柴文婷/陈国光,128天,5.31%,3年又276天/8年又110天
博时鑫惠混合C,004150,2.26亿元（2020-09-30）,2.31%,5.24%,8.25%,16.79%,23.49%,35.06%,王曦/杨永光,2年又165天,24.53%,5年又127天/8年又318天
华安新瑞利混合A,003797,7.77亿元（2020-09-30）,1.21%,3.25%,6.06%,11.22%,25.11%,33.68%,石雨欣,4年又41天,33.68%,5年又179天
华泰柏瑞享利混合C,003592,0.02亿元（2020-09-30）,2.37%,4.52%,6.24%,11.30%,25.99%,40.10%,董辰/郑青,12天,2.07%,165天/8年又197天
博时新策略灵活配置混合A,001522,5.35亿元（2020-09-30）,2.51%,6.11%,9.21%,17.78%,41.78%,56.04%,杨永光/王曦,2年又339天,40.45%,8年又318天/5年又127天
天弘安康颐养混合C,009308,4.24亿元（2020-09-30）,0.64%,2.60%,6.06%,--,--,10.30%,田俊维/姜晓丽,200天,9.64%,5年又221天/8年又162天
永赢鑫享混合,008723,4.66亿元（2020-09-07）,3.05%,6.34%,--,--,--,6.12%,陶毅/万纯,81天,4.41%,244天/1年又225天
东兴众智优选混合,002465,0.02亿元（2020-09-30）,6.49%,8.78%,5.49%,29.20%,1.55%,11.50%,孙继青/李晨辉,236天,29.05%,5年又126天/4年又212天
华夏睿磐泰兴混合,004202,6.68亿元（2020-09-30）,2.91%,6.07%,7.77%,14.45%,26.96%,28.95%,宋洋/张弘弢,3年又135天,28.24%,4年又54天/11年又187天
鹏华安惠混合C,009233,5.77亿元（2020-09-30）,2.00%,5.66%,6.36%,--,--,8.92%,王石千/刘太阳,170天,7.22%,2年又289天/8年又131天
嘉实新添丰定期混合,004916,0.67亿元（2020-09-30）,4.37%,9.42%,9.80%,17.94%,28.72%,33.53%,刘宁,2年又128天,26.64%,7年又310天
前海开源睿远稳健增利混合C,000933,1.37亿元（2020-09-30）,1.92%,4.16%,3.82%,11.92%,37.13%,56.19%,谭荐丰/刘静,1年又130天,16.48%,2年又17天/10年又81天
金鹰灵活配置混合A,210010,5.32亿元（2020-09-30）,3.16%,7.59%,14.14%,26.48%,46.01%,104.34%,杨晓斌,2年又188天,44.00%,2年又283天
华泰柏瑞鼎利灵活配置混合C,004011,2.24亿元（2020-09-30）,2.34%,3.79%,7.54%,13.07%,33.59%,44.39%,董辰/郑青,12天,3.13%,165天/8年又197天
平安安享灵活配置混合A,002282,3.89亿元（2020-09-30）,3.09%,5.90%,8.27%,17.88%,28.22%,31.30%,毛时超,23天,2.84%,246天
万家瑞舜灵活配置混合C,005318,2.07亿元（2020-09-30）,4.48%,8.08%,7.54%,10.52%,--,15.00%,尹诚庸,82天,6.38%,5年又163天
广发鑫和灵活配置混合C,004751,1.69亿元（2020-09-30）,2.06%,4.70%,6.61%,12.34%,--,24.72%,洪志/谢军,1年又149天,15.43%,2年又1天/14年又124天
南方誉丰18个月混合C,009352,1.97亿元（2020-09-30）,2.39%,6.01%,7.51%,--,--,8.38%,陈乐,214天,8.38%,3年又12天
南方誉丰18个月混合A,009351,26.26亿元（2020-09-30）,2.44%,6.18%,7.84%,--,--,8.76%,陈乐,214天,8.76%,3年又12天
华安新动力灵活配置混合,001139,12.89亿元（2020-09-30）,0.94%,2.15%,2.80%,6.91%,16.94%,28.40%,郑可成,3年又192天,19.00%,11年又118天
华夏永福混合A,000121,8.41亿元（2020-09-30）,7.23%,13.08%,13.77%,30.59%,51.93%,144.60%,何家琪,3年又125天,54.03%,4年又128天
华融新利灵活配置混合,001797,0.04亿元（2020-09-30）,2.12%,4.55%,3.69%,5.42%,-1.36%,1.20%,范贵龙,1年又260天,10.36%,5年又272天
嘉实新添元定期混合A,006982,0.18亿元（2020-09-30）,2.88%,6.40%,6.59%,9.96%,--,16.63%,刘宁,1年又283天,16.63%,7年又310天
宝盈祥泽混合C,008673,5.46亿元（2020-09-30）,3.13%,5.93%,4.69%,--,--,11.71%,吕姝仪,341天,11.71%,3年又107天
泰信鑫利混合C,004228,0.26亿元（2020-09-30）,0.99%,1.07%,1.94%,5.41%,13.51%,14.63%,何俊春,3年又231天,14.63%,13年又339天
宝盈祥泽混合A,008672,1.43亿元（2020-09-30）,3.16%,6.02%,4.85%,--,--,12.03%,吕姝仪,341天,12.03%,3年又107天
华安新瑞利混合C,003798,0.17亿元（2020-09-30）,1.20%,3.22%,6.00%,11.12%,24.74%,33.14%,石雨欣,4年又41天,33.14%,5年又179天
天弘裕利灵活配置混合A,002388,0.06亿元（2020-09-30）,2.00%,2.03%,2.20%,2.81%,10.58%,20.31%,彭玮/张寓/赵鼎龙,15天,1.82%,15天/193天/1年又57天
东方民丰回报赢安混合A,004005,0.01亿元（2020-09-30）,-0.13%,0.75%,2.40%,4.56%,0.84%,5.59%,曲华锋,130天,0.47%,255天
南方宝泰一年混合C,008210,10.31亿元（2020-09-30）,2.04%,4.13%,5.78%,9.90%,--,9.98%,林乐峰,1年又15天,9.98%,4年又287天
国投瑞银瑞泰多策略混合,161233,6.15亿元（2020-09-30）,1.57%,4.01%,9.77%,23.13%,39.60%,41.25%,吴潇,1年又14天,24.47%,4年又13天
银华泰利灵活配置混合A,001231,7.30亿元（2020-09-30）,2.89%,5.03%,6.60%,11.39%,45.49%,71.10%,赵楠楠,1年又29天,12.79%,1年又165天
广发鑫裕混合C,009955,0.00亿元（2020-09-30）,2.01%,4.38%,--,--,--,4.49%,张芊/谢军,107天,4.49%,8年又29天/14年又124天
先锋精一混合A,003586,0.01亿元（2020-09-30）,4.94%,14.02%,9.19%,26.41%,0.13%,7.13%,杨帅,2年又36天,40.52%,2年又273天
鹏华安睿两年持有期混合C,009635,1.20亿元（2020-09-30）,2.55%,4.16%,--,--,--,3.60%,王石千,165天,3.60%,2年又289天
招商瑞文混合A,007725,9.94亿元（2020-09-30）,0.63%,1.85%,5.68%,14.12%,--,16.82%,王垠/余芽芳,1年又122天,16.82%,2年又119天/3年又273天
西部利得新瑞混合A,008543,0.02亿元（2020-08-20）,0.29%,0.28%,--,--,--,0.30%,林静/韩丽楠,143天,0.30%,3年又287天/5年又160天
交银国企改革灵活配置混合,519756,3.48亿元（2020-09-30）,8.49%,18.24%,25.37%,55.84%,66.26%,78.90%,沈楠,5年又216天,78.90%,5年又252天
华泰柏瑞鼎利灵活配置混合A,004010,3.08亿元（2020-09-30）,2.36%,3.86%,7.69%,13.36%,31.05%,41.66%,董辰/郑青,12天,3.13%,165天/8年又197天
鹏华安睿两年持有期混合A,009634,1.02亿元（2020-09-30）,2.60%,4.31%,--,--,--,3.83%,王石千,165天,3.83%,2年又289天
国泰安康定期支付混合A,000367,5.28亿元（2020-09-30）,3.23%,5.57%,9.89%,19.90%,30.80%,85.60%,王琳,3年又153天,38.20%,3年又351天
国寿安保稳丰6个月持有混合A,009244,6.12亿元（2020-08-05）,3.44%,4.78%,--,--,--,4.28%,吴闻/李康,158天,4.28%,5年又77天/5年又298天
红塔红土稳健精选混合C,009818,0.95亿元（2020-10-16）,5.66%,--,--,--,--,7.71%,赵耀,86天,7.71%,5年又251天
上投安裕回报A,004823,6.46亿元（2020-09-30）,2.07%,4.98%,6.95%,17.70%,--,37.25%,陈圆明,242天,11.63%,1年又274天
中信建投智信物联网C,004636,2.49亿元（2020-09-30）,16.15%,24.87%,8.04%,56.04%,82.53%,125.02%,周紫光,2年又107天,145.57%,3年又229天
先锋精一混合C,003587,0.07亿元（2020-09-30）,4.89%,13.86%,8.91%,25.77%,-3.56%,2.26%,杨帅,2年又36天,36.75%,2年又273天
国投瑞银景气行业混合,121002,8.70亿元（2020-09-30）,6.23%,15.27%,28.21%,55.35%,92.01%,1005.81%,伍智勇,2年又293天,88.95%,5年又234天
中信建投智信物联网A,001809,4.85亿元（2020-09-30）,16.19%,25.02%,8.26%,56.66%,88.41%,117.63%,周紫光,2年又107天,147.76%,3年又229天
信诚至利混合A,003234,0.00亿元（2020-09-30）,0.71%,0.45%,0.42%,0.52%,10.93%,17.45%,王颖,1年又79天,1.36%,3年又329天
鹏华弘安混合C,002019,0.41亿元（2020-09-30）,2.93%,6.04%,5.60%,14.36%,27.87%,38.47%,李君,2年又123天,27.99%,7年又346天
平安鑫享混合A,001609,0.25亿元（2020-09-30）,1.76%,4.96%,8.29%,21.95%,21.29%,47.25%,丁琳,135天,2.77%,151天
泓德优势领航混合,002808,8.54亿元（2020-09-30）,9.53%,21.14%,24.03%,61.31%,100.94%,118.42%,王克玉,4年又21天,118.42%,10年又33天
宝盈新兴产业混合,001128,14.55亿元（2020-09-30）,10.71%,9.94%,9.44%,49.06%,46.31%,-4.90%,郝淼,340天,57.45%,1年又359天
国联安通盈混合A,000664,0.42亿元（2020-09-30）,3.68%,6.82%,7.64%,7.54%,13.26%,55.29%,王欢/薛琳,3年又13天,13.06%,3年又13天/8年又185天
南方宝泰一年混合A,008209,29.25亿元（2020-09-30）,2.08%,4.30%,6.09%,10.57%,--,10.66%,林乐峰,1年又15天,10.66%,4年又287天
嘉实新添华定期混合,004353,0.83亿元（2020-09-30）,3.70%,7.93%,9.48%,14.45%,26.42%,36.64%,刘宁,3年又300天,36.64%,7年又310天
万家瑞舜灵活配置混合A,005317,3.93亿元（2020-09-30）,4.49%,8.13%,7.63%,10.74%,--,18.86%,尹诚庸,82天,6.43%,5年又163天
鹏华弘利混合C,001123,0.51亿元（2020-09-30）,3.31%,6.47%,7.04%,16.07%,30.18%,46.75%,李君,2年又123天,29.84%,7年又346天
平安安享灵活配置混合C,007663,2.45亿元（2020-09-30）,3.09%,5.87%,8.21%,17.76%,--,24.09%,毛时超,23天,2.83%,246天
上投安裕回报C,004824,8.91亿元（2020-09-30）,2.02%,4.84%,6.68%,17.11%,--,35.23%,陈圆明,242天,11.27%,1年又274天
华安稳健回报混合,000072,6.96亿元（2020-09-30）,2.47%,5.22%,4.09%,12.14%,18.46%,118.16%,舒灏/郑可成,2年又189天,17.57%,2年又193天/11年又118天
东方成长收益灵活配置混合C,007687,5.32亿元（2020-09-30）,1.89%,4.86%,0.83%,9.48%,--,17.18%,薛子徵,1年又135天,16.66%,5年又257天
光大中小盘混合,360012,1.61亿元（2020-09-30）,10.14%,16.29%,15.59%,67.39%,84.44%,228.86%,陈栋,1年又7天,66.86%,5年又273天
鹏华弘利混合A,001122,7.11亿元（2020-09-30）,3.33%,6.56%,7.20%,16.42%,31.37%,49.80%,李君,2年又123天,30.76%,7年又346天
融通转型三动力灵活配置混合A,000717,10.14亿元（2020-09-30）,2.58%,4.76%,4.94%,43.37%,116.46%,210.40%,林清源,1年又274天,117.37%,5年又245天
东方红睿阳三年混合,169102,19.11亿元（2020-09-30）,19.97%,40.30%,50.23%,72.55%,71.50%,318.96%,秦绪文,2年又140天,99.12%,4年又355天
国泰安康定期支付混合C,002061,0.04亿元（2020-09-30）,3.20%,5.51%,9.83%,19.79%,30.42%,171.28%,王琳,3年又153天,37.64%,3年又351天
银河鑫月享定开混合A,004612,2.34亿元（2020-09-30）,1.19%,1.05%,2.06%,3.10%,--,10.97%,石磊/刘铭,155天,1.79%,1年又264天/4年又33天
平安鑫享混合C,001610,0.31亿元（2020-09-30）,1.72%,4.85%,8.07%,21.45%,20.11%,46.42%,丁琳,135天,2.62%,151天
九泰久益混合C,001844,0.22亿元（2020-09-30）,5.30%,10.62%,18.04%,31.28%,66.47%,93.19%,黄皓/何昕,151天,8.93%,151天/2年又143天
国投瑞银白银期货(LOF),161226,11.48亿元（2020-09-30）,8.81%,7.84%,13.70%,5.13%,12.37%,-3.70%,邹立虎/赵建,3年又119天,7.00%,3年又119天/7年又108天
中金衡优灵活配置混合A,005489,2.61亿元（2020-09-30）,6.85%,6.93%,9.45%,23.50%,--,44.75%,陈诗昆,1年又183天,29.31%,2年又21天
海富通收益增长混合,519003,16.94亿元（2020-09-30）,5.28%,16.72%,23.22%,70.99%,108.54%,662.70%,周雪军,4年又152天,136.69%,8年又85天
华泰保兴策略精选C,005170,0.04亿元（2020-09-30）,0.50%,5.95%,4.57%,11.65%,59.43%,60.41%,赵健,45天,1.30%,2年又213天
招商瑞信稳健配置混合A,009423,14.77亿元（2020-09-30）,0.34%,1.67%,5.21%,--,--,7.03%,王垠/余芽芳,222天,7.03%,2年又119天/3年又273天
前海开源裕瑞混合A,004680,0.16亿元（2020-09-30）,3.17%,5.28%,6.42%,13.98%,25.55%,26.23%,曾健飞/吴彦,46天,4.07%,1年又155天/1年又180天
鹏华弘益混合A,001336,0.08亿元（2020-09-30）,5.63%,8.23%,9.88%,22.15%,36.42%,53.40%,李韵怡,150天,8.24%,5年又173天
嘉实新添元定期混合C,006983,0.34亿元（2020-09-30）,2.82%,6.22%,6.26%,9.28%,--,15.39%,刘宁,1年又283天,15.39%,7年又310天
广发鑫裕混合A,002134,6.77亿元（2020-09-30）,2.02%,4.49%,6.80%,14.35%,26.25%,55.29%,谢军/张芊,334天,13.43%,14年又124天/8年又29天
国寿安保稳丰6个月持有混合C,009245,1.77亿元（2020-08-05）,3.43%,4.69%,--,--,--,4.15%,吴闻/李康,158天,4.15%,5年又77天/5年又298天
金鹰鑫益混合E,007233,2.39亿元（2020-09-30）,1.82%,4.33%,4.78%,11.38%,--,15.37%,孙倩倩/林龙军,123天,4.56%,2年又141天/2年又239天
信诚至利混合C,003235,0.00亿元（2020-09-30）,0.70%,0.43%,0.38%,0.41%,11.33%,17.29%,王颖,1年又79天,1.34%,3年又329天
中金衡优灵活配置混合C,005490,2.34亿元（2020-09-30）,6.80%,6.81%,9.23%,23.05%,--,42.71%,陈诗昆,1年又183天,28.46%,2年又21天
中银优秀企业混合,000432,0.92亿元（2020-09-30）,3.13%,1.43%,-6.50%,21.18%,44.19%,127.10%,欧阳力君,321天,5.43%,2年又315天
信诚优胜精选混合,550008,26.32亿元（2020-09-30）,13.75%,24.12%,22.91%,51.92%,48.03%,269.56%,王睿,5年又236天,56.46%,5年又257天
国富新机遇混合C,002088,1.66亿元（2020-09-30）,3.51%,7.36%,12.00%,22.10%,43.42%,55.07%,王莉/刘晓,1年又106天,27.16%,4年又355天/3年又327天
长信合利混合C,005306,2.27亿元（2020-09-30）,4.12%,10.74%,16.95%,28.53%,--,37.62%,朱垚/黄韵,1年又200天,37.79%,1年又241天/6年又87天
长信合利混合A,005305,5.55亿元（2020-09-30）,4.17%,10.93%,17.30%,29.29%,--,38.99%,朱垚/黄韵,1年又200天,39.13%,1年又241天/6年又87天
博时鑫惠混合A,004149,5.75亿元（2020-09-30）,2.31%,5.27%,8.31%,16.91%,23.83%,35.57%,王曦/杨永光,2年又165天,24.81%,5年又127天/8年又318天
广发聚瑞混合A,270021,16.93亿元（2020-09-30）,10.59%,26.46%,22.99%,72.24%,133.84%,368.85%,费逸,3年又63天,132.80%,3年又176天
中融创业板两年定开混合,168207,3.62亿元（2020-08-21）,15.76%,17.67%,--,--,--,12.91%,甘传琦,142天,12.91%,3年又220天
光大一带一路混合,001463,2.74亿元（2020-09-30）,10.38%,16.64%,22.37%,69.94%,52.25%,52.10%,林晓凤,2年又77天,131.16%,2年又77天
银华泰利灵活配置混合C,002328,0.49亿元（2020-09-30）,2.84%,4.92%,6.43%,11.14%,32.76%,45.97%,赵楠楠,1年又29天,12.43%,1年又165天
招商瑞文混合C,007726,7.27亿元（2020-09-30）,0.61%,1.78%,5.53%,13.78%,--,16.36%,王垠/余芽芳,1年又122天,16.36%,2年又119天/3年又273天
华泰柏瑞新利混合A,001247,2.01亿元（2020-09-30）,3.26%,5.78%,6.88%,22.10%,26.88%,44.70%,董辰/郑青,138天,3.29%,165天/8年又197天
北信瑞丰健康生活,001056,2.16亿元（2020-09-30）,12.87%,19.39%,17.07%,51.04%,55.26%,44.70%,张伟保,1年又323天,87.92%,2年又263天
国联安通盈混合C,002485,5.18亿元（2020-09-30）,3.67%,6.78%,7.58%,7.43%,11.26%,25.43%,王欢/薛琳,3年又13天,11.05%,3年又13天/8年又185天
平安鑫享混合E,007925,0.00亿元（2020-09-30）,1.75%,4.94%,8.23%,21.84%,--,25.19%,丁琳,135天,2.74%,151天
光大产业新动力混合,002772,2.64亿元（2020-09-30）,2.05%,6.03%,8.91%,36.81%,45.18%,61.30%,金昉毅,1年又154天,60.49%,5年又42天
国联安安心成长混合,253010,5.43亿元（2020-09-30）,3.04%,6.14%,10.16%,20.27%,15.65%,184.26%,薛琳/杨子江,230天,15.65%,8年又185天/3年又13天
国富新机遇混合A,002087,4.89亿元（2020-09-30）,3.55%,7.52%,12.22%,22.47%,44.42%,57.31%,王莉/刘晓,1年又106天,27.63%,4年又355天/3年又327天
广发平衡精选一年持有混合A,870009,--亿元（--）,1.10%,--,--,--,--,1.52%,刘淑生,41天,1.52%,2年又161天
德邦鑫星价值灵活配置混合C,002112,2.62亿元（2020-09-30）,3.45%,6.79%,9.98%,20.59%,30.33%,49.51%,徐一阳/张铮烁/房建威,248天,17.78%,248天/5年又4天/2年又179天
信诚新悦回报灵活配置混合A,004153,0.00亿元（2020-09-30）,4.82%,10.69%,16.54%,29.64%,55.30%,72.54%,孙浩中/吴昊,1年又17天,30.76%,1年又17天/5年又55天
华宝新机遇混合(LOF)C,003144,4.76亿元（2020-09-30）,2.95%,5.55%,9.67%,19.33%,32.43%,47.42%,林昊,3年又34天,34.64%,3年又300天
国泰普益混合C,003755,1.83亿元（2020-09-30）,3.71%,5.59%,10.54%,22.46%,33.15%,51.75%,王琳,1年又37天,25.18%,3年又351天
国金鑫新灵活配置(LOF),501000,0.01亿元（2020-09-30）,1.93%,1.01%,-3.28%,-1.28%,-20.14%,0.30%,宫雪,3年又332天,-2.05%,7年又170天
国泰普益混合A,003754,3.73亿元（2020-09-30）,3.72%,5.61%,10.59%,22.57%,33.71%,52.84%,王琳,1年又37天,25.32%,3年又351天
兴银丰润灵活配置混合,005146,0.15亿元（2020-09-30）,2.49%,9.46%,1.16%,34.17%,33.08%,33.38%,王卫/王磊,11天,4.09%,11天/3年又173天
广发聚瑞混合C,010026,0.00亿元（2020-09-30）,10.56%,26.35%,--,--,--,27.25%,费逸,107天,27.25%,3年又176天
